대연5동 산남푸르지오아파트 502호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
네, 감사합니다.	O O
현대홈쇼핑 강전하였습니다.	SS_BRAND-B SS_NAME-B
현대홈쇼핑입니다.	SS_BRAND-B
무엇을 도와 드릴까요?	O O O
오하은이고 010 4781 8979 입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I O
저는 상담원 이도석이었습니다.	O O SS_NAME-B
씨제이오쇼핑 김성하입니다..	SS_BRAND-B SS_NAME-B
김세경.	SS_NAME-B
010 8397 0547요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
상품 회수는 서울 강남구 아중로 정릉2차e-편한세상아파트 나머지 이하 주소 확인 부탁드리겠습니다.	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O O
717동 2796호.	AD_DETAIL-B AD_DETAIL-I
네 씨제이오쇼핑입니다.	O SS_BRAND-B
네 전세운이고, 010 3494 7883입니다.	O SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 배송받으셨던 주소 경기 하남시 팽성읍 송화리 이하 주소 확인 부탁 드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
363동 4574호요.	AD_DETAIL-B AD_DETAIL-I
네 고객님 감사합니다.	O O O
저는 최예원이었습니다.	O SS_NAME-B
네 지에스홈쇼핑입니다.	O SS_BRAND-B
네 전수은이고, 010 7609 9730입니다.	O SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 확인 감사합니다.	O O O
상품 회수하실 주소는 대전 서구 야음동 장안초원 아파트 몇 동 몇 호입니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O O O O
네 199동 3686호요.	O AD_DETAIL-B AD_DETAIL-I
네 감사합니다.	O O
저는 김영청이었습니다.	O SS_NAME-B
엔에스홈쇼핑입니다.	SS_BRAND-B
011 064 0925.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
최주연요.	SS_NAME-B
네, 확인해 주셔서 감사합니다.	O O O O
반품하실 주소 경기도 고양시 이하 주소 확인 부탁드립니다.	O O O O O O O O
경상남도 김해시 내동 연지마을현대아파트 746동 3678호.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
한유하였습니다.	SS_NAME-B
공영홈쇼핑 김태하입니다.	SS_BRAND-B SS_NAME-B
고객님 무엇을 도와드릴까요?	O O O
송연경이고 010 0196 9067요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
수거할 주소지는 배송 받으셨던 경기도 남양주시 우강면 원동길이하 주소 말씀해 주시겠습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O
네 역삼래미안아파트 99동 186호요.	O AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
김성당이었습니다.	SS_NAME-B
엔에스홈쇼핑 이미순입니다.	SS_BRAND-B SS_NAME-B
이지연, 010 4121 2723요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
장성럭키아파트 599동 385호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
CJ오쇼핑 한서현이었습니다.	SS_BRAND-B SS_NAME-B
CJ오쇼핑 심하연입니다.	SS_BRAND-B SS_NAME-B
010 5661 9096요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
신주은요.	SS_NAME-B
고객님 안타깝지만 반품으로 도와 드리겠습니다.	O O O O O
배송지가 울산 북산면 청평1리 맞습니까?	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
2차 죽림아파트 102호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
상담사 한효연이었습니다.	O SS_NAME-B
씨제이오쇼핑 황희미입니다.	SS_BRAND-B SS_NAME-B
김다윤, 010 8001 2098.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인 감사합니다.	O O O
배송 받으셨던 주소가 대구 서구 황금1동 965 선우4차아파트 이하 주소 말씀 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
화성시 우정읍 남양만로 102호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
네, 늘 최선을 다 하겠습니다.	O O O O O
김채원이었습니다.	SS_NAME-B
감사합니다.	O
엔에스홈쇼핑 고미하입니다.	SS_BRAND-B SS_NAME-B
안예지이고 010 0614 4172요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
처리 도와드리겠습니다.	O O
회수는 배송 받으셨던 서울 강동구 송월동 이하 주소 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
무지개마을제일아파트 102동 301호입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
지미연이었습니다.	SS_NAME-B
지에스홈쇼핑 최이세입니다.	SS_BRAND-B SS_NAME-B
구명하, 010 1684 7629.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인 감사합니다.	O O O
회수할 주소는 강원도 원주시 서동로16길 맞습니까?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
청도군 풍각면 송서리 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
기업 은행이요.	SS_BRAND-B SS_BRAND-I
035 39 98114 61 39 입니다.	ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I ID_ACCOUNT-I ID_ACCOUNT-I O
네, 이미영이었습니다.	SS_NAME-B O
감사합니다.	O
롯데홈쇼핑 정지연입니다.	SS_BRAND-B SS_NAME-B
정찬원이고요. 010 6951 3523입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
회수는 배송 받으셨던 주소 전북 익산시 강변로 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
양평군 용문면 다문1리 공릉효성화운트빌요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
반품 처리되었습니다.	O O
늘 최선을 다 하겠습니다.	O O O O
공수원이었습니다.	SS_NAME-B
지에스홈쇼핑 이성주입니다.	SS_BRAND-B SS_NAME-B
유수민이요.	SS_NAME-B
010 8354 8692요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
반품 접수되었습니다.	O O
이재준이었습니다.	SS_NAME-B
지에스홈쇼핑 양동하입니다.	SS_BRAND-B SS_NAME-B
권광우이고 010 4032 1828 입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I O
그러셨군요.	O
확인해 주셔서 감사합니다.	O O O
배송 받으셨던 주소는 서울시 마포구 남부순환로267나길 84 동일하이빌 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
25동 4866호요.	AD_DETAIL-B AD_DETAIL-I
반품 처리되었습니다.	O O
늘 함께 하겠습니다.	O O O
김호영이었습니다.	SS_NAME-B
CJ오쇼핑 배윤연입니다.	SS_BRAND-B SS_NAME-B
최성하이고요.	SS_NAME-B
010 2275 0491입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 저는 박재성이었습니다.	O O SS_NAME-B
씨제이오쇼핑 오경운입니다.	SS_BRAND-B SS_NAME-B
차미하이고 010 9631 5194입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
늘 최선을 다 하겠습니다.	O O O O
남채연이었습니다.	SS_NAME-B
감사합니다.	O
NS홈쇼핑 이윤원입니다.	SS_BRAND-B SS_NAME-B
010 1381 5704입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
이예경입니다.	SS_NAME-B
확인해 주셔서 감사합니다.	O O O
회수할 주소는 배송 받으셨던 인천 서구 삼성1동 이하 주소 확인 부탁드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
223동 4037호요.	AD_DETAIL-B AD_DETAIL-I
늘 최선을 다 하겠습니다.	O O O O
신찬욱이었습니다.	SS_NAME-B
감사합니다.	O
GS홈쇼핑 이하준입니다.	SS_BRAND-B SS_NAME-B
이석원이고 010 1319 8545입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
경기도 안성시 공도읍 마정리 임광그대가아파트입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
국민 은행 397708 21 98264입니다.	SS_BRAND-B SS_BRAND-I ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
다시 한번 확인해 드리겠습니다.	O O O O
국민 은행 397121 29 33756 맞습니까?	SS_BRAND-B SS_BRAND-I ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I O
더 좋은 상품으로 찾아뵙겠습니다.	O O O O
문유연이었습니다.	SS_NAME-B
감사합니다.	O
최보원이고요.	SS_NAME-B
010 9274 8890입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
회수는 배송 받으셨던 전라북도 구미시 비산로 이하 주소 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
마정리 메트로팔레스5단지아파트 상가 201호입니다.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
늘 최선을 다하겠습니다.	O O O
서태한이었습니다.	SS_NAME-B
현대홈쇼핑 김효원입니다.	SS_BRAND-B SS_NAME-B
제 이름은 김예영입니다.	O O SS_NAME-B
010 3418 4971입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
지금 바로 반품 접수 도와드리겠습니다.	O O O O O
배송 받으신 주소가 서울시 영등포구 양평동5가 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
관악구 미성동 1717 553호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
신한 은행이고요. 140 839 9738이요.	SS_BRAND-B SS_BRAND-I ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
다시 한번 확인하겠습니다.	O O O
116 687 7985 맞습니까?	ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I O
늘 최선을 다 하겠습니다.	O O O O
정보령이었습니다.	SS_NAME-B
NS홈쇼핑 이수리입니다.	SS_BRAND-B SS_NAME-B
고하영이고요 010 1998 4799입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
상품 회수할 주소는 인천 연수구 식사동 북성로2길 나머지 주소 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
133동 1751호요.	AD_DETAIL-B AD_DETAIL-I
성서무지개타운 102동이요.	AD_DETAIL-B AD_DETAIL-I
늘 최선을 다 하겠습니다.	O O O O
이병권이었습니다.	SS_NAME-B
감사합니다.	O
지에스홈쇼핑 김정한입니다.	SS_BRAND-B SS_NAME-B
양미경, 010 5569 5135.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
예, 수거할 주소는 서울 특별시 단원구 터진목길 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
대우 빌딩 4층 405호 입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O
네, 반품 처리되었습니다.	O O O
김서연이었습니다.	SS_NAME-B
감사합니다.	O
홈앤쇼핑 박유연입니다.	SS_BRAND-B SS_NAME-B
오가연, 010 3771 1034.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 010 1395 9063 맞습니까?	O ID_PHONE-B ID_PHONE-I ID_PHONE-I O
공유라.	SS_NAME-B
네, 엄서연이었습니다.	O SS_NAME-B
감사합니다.	O
네 홈앤쇼핑쇼핑입니다.	O SS_BRAND-B
무엇을 도와 드릴까요?	O O O
윤소연, 010 7202 9189.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 확인해 주셔서 감사합니다.	O O O O
반품하실 주소는 배송받으셨던 경남 김해시 미양면 이하 주소 확인 부탁 드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O O
616 다시 37 번지 38동 4280호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
네 감사합니다.	O O
저는 정나연이었습니다.	O SS_NAME-B
네 롯데홈쇼핑입니다.	O SS_BRAND-B
오지연이고요.	SS_NAME-B
휴대폰 번호는 010 6478 5332입니다.	O O ID_PHONE-B ID_PHONE-I ID_PHONE-I
상품 배송 받으셨던 서울시 강서구 부림동 회기로29길 이하 주소 확인 부탁 드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
123 다시 7 202동 738호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
네 저는 박세현이었습니다.	O O SS_NAME-B
네 씨제이오쇼핑	SS_BRAND-B SS_NAME-B
안성완, 010 6488 0760.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
수거할 주소는 배송 받으셨던 경기 화성시 기장군 철마면 곡천길 이하 주소 확인 부탁 드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
116동 3147호요.	AD_DETAIL-B AD_DETAIL-I
네 반품 처리되었습니다.	O O O
저는 윤보라였습니다.	O SS_NAME-B
네 씨제이오쇼핑입니다.	O SS_BRAND-B
무엇을 도와 드릴까요?	O O O
차범민이고요.	SS_NAME-B
010 2245 2686요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
499동 426호요.	AD_DETAIL-B AD_DETAIL-I
네 감사합니다.	O O
저는 안주란이었습니다.	O O
네 CJ오쇼핑	SS_BRAND-B SS_NAME-B
서지윤이고 010 8119 4338이요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
확인 감사합니다.	O O
안타깝지만 바로 반품 접수 도와드리겠습니다.	O O O O O
배송받으신 주소가 강원도 횡성군으로 확인됩니다.	O O AD_ADDRESS-B AD_ADDRESS-I O
이하 주소 말씀해 주십시오.	O O O O
서원면 경강로요.	AD_ADDRESS-B AD_ADDRESS-I
반품 접수되었습니다.	O O
감사합니다.	O
한주은이었습니다.	O
씨제이오쇼핑입니다.	O
네, 고객님 성함과 전화번호 확인 부탁드립니다.	O O O O O O
길성균, 010 0790 4286.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
상품 금액 육만 구천원이구요.	O O O O
배송 받을 주소지는 서울 은평구 팔야산단로 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
41번길 이하 주소 확인 부탁드립니다.	AD_ADDRESS-B O O O O
전라북도 전주시 완산구 효자동 3가.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
5491 0246 5266 8441.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 카드 소유자는 김하원님 본인 카드 맞습니까?	O O O SS_NAME-B O O O
김미현님 생년월일 말씀 부탁드립니다.	SS_NAME-B O O O
660325.	ID_INUM-B
네 현대홈쇼핑입니다.	O SS_BRAND-B
무엇을 도와 드릴까요?	O O O
네 유미란이고, 010 2442 3542입니다.	O SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 감사합니다.	O O
저는 엄주연이었습니다.	O SS_NAME-B
네 현대홈쇼핑	SS_BRAND-B SS_NAME-B
네 이연희이구요.	O SS_NAME-B
010 2228 5781요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 배송 받으시는 주소는 경기 수원시 장안구 상도로 12길 이하 주소 확인 부탁 드립니다.	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
111동 4329호요.	AD_DETAIL-B AD_DETAIL-I
5559 2909 4874 7964.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
유하은요.	SS_NAME-B
634396.	ID_INUM-B
네 저는 김하정이었습니다.	O O O
감사합니다.	SS_NAME-B
CJ오쇼핑 박유하입니다.	SS_BRAND-B SS_NAME-B
이미은이고 010 6951 5527입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
주소 확인해 보겠습니다.	O O O
인천 서구 동래구 명장로 47번길 삼환아파트 몇 동 몇 호입니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
515동 3616호요.	AD_DETAIL-B AD_DETAIL-I
고객님 죄송한데 결제를 농협 계좌로 입금하셨네요.	O O O SS_BRAND-B O O
농협이고 623589 38 729076이요.	SS_BRAND-B ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
반품 접수 완료되었습니다.	O O O
현대홈쇼핑 김지현이었습니다.	SS_BRAND-B SS_NAME-B
NS홈쇼핑 박하미입니다.	SS_BRAND-B SS_NAME-B
최하용이고요.	SS_NAME-B
010 3060 7859이요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
회수는 서울 마포구 대저1동 롯데3차아파트 이하 주소 확인 부탁 드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O O
535동 2734호요.	AD_DETAIL-B AD_DETAIL-I
네 반품 처리 되었습니다.	O O O O
저는 임서민이었습니다.	O SS_NAME-B
NS홈쇼핑 김지원입니다.	SS_BRAND-B SS_NAME-B
010 5511 0444.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
황시하.	SS_NAME-B
네, 권지원이었습니다.	O SS_NAME-B
감사합니다.	O
엔에스홈쇼핑 정규석입니다.	SS_BRAND-B SS_NAME-B
이경현.	SS_NAME-B
010 7059 7286.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인 감사합니다.	O O O
회수할 주소는 울산 동구 연산4동 교보생명빌딩 맞습니까?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
113동 4552호 입니다.	O AD_DETAIL-B AD_DETAIL-I
네, 반품 처리되었습니다.	O O O
유현승이었습니다.	SS_NAME-B
감사합니다.	O
홈앤쇼핑 최하윤입니다.	SS_BRAND-B SS_NAME-B
김지선이요.	SS_NAME-B
010 4975 1887번이요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
고객님 확인 감사합니다.	O O O
상품 회수는 경남 창원시 진해구 독정이로99번길에서 진행할까요?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
870동 1358호요.	AD_DETAIL-B AD_DETAIL-I
감사합니다.	O
엔에스홈쇼핑 김경한입니다.	SS_BRAND-B SS_NAME-B
홈앤쇼핑 이유비입니다.	SS_BRAND-B SS_NAME-B
신예미, 010 1486 8988.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인 감사합니다.	O O O
배송 받으셨던 주소가 인천 계양구 목천읍 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
구천면 미천리 입니다.	AD_ADDRESS-B AD_ADDRESS-I O
네, 반품 처리되었습니다.	O O O
홍나연이었습니다.	SS_NAME-B
감사합니다.	O
네 CJ오쇼핑입니다.	O SS_BRAND-B
010 8041 9303.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 확인 감사합니다.	O O O
배송 받으셨던 서울 특별시 성동구 금호산2길 17 삼익2차 아파트 몇 동 몇 호이신가요?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O O O O
113동 4552호입니다.	AD_DETAIL-B AD_DETAIL-I
국민 은행 이구요.	SS_BRAND-B SS_BRAND-I O
387338 80 130535.	SS_BRAND-B ID_ACCOUNT-B ID_ACCOUNT-I
네 저는 김서연이었습니다.	O O SS_NAME-B
CJ오쇼핑 황예한입니다.	SS_BRAND-B SS_NAME-B
010 1762 0645이요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
최동한이요.	SS_NAME-B
상품 수거할 주소는 배송받으셨던 경기 구리시 광탄면 신산리 이동삼성아파트 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
183동 4766호요. 그리고 제가 출근하기 때문에 경비실에 맡길게요.	AD_DETAIL-B AD_DETAIL-I O O O O O O
감사합니다.	O
홍재아였습니다.	SS_NAME-B
GS홈쇼핑 송수련입니다.	SS_BRAND-B SS_NAME-B
김민정이고 010 2110 2773이요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
저희가 회수 접수해드리겠습니다.	O O O
회수할 주소는 배송받으셨던 대전 동구 문화북4길 32 주공아파트 이하 주소 다시 한번 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O O O
284동 3493호요.	AD_DETAIL-B AD_DETAIL-I
감사합니다.	O
롯데홈쇼핑 구미지입니다.	SS_BRAND-B SS_NAME-B
네 GS홈쇼핑입니다.	O SS_BRAND-B
네 이규원이고, 010 1514 0449입니다.	O SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 저는 고주연이었습니다.	O O SS_NAME-B
GS홈쇼핑입니다.	SS_BRAND-B
안권석요.	SS_NAME-B
010 9978 2718.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인해 주셔서 감사합니다.	O O O O
주소는 부산 서구 득량동 다음 주소 확인 부탁드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
경기 파주시 광탄면 신산리	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
신희재였습니다.	SS_NAME-B
GS홈쇼핑 정유선입니다.	SS_BRAND-B SS_NAME-B
고객님 무엇을 도와드릴까요?	O O O
한영원이요.	SS_NAME-B
010 0831 7657이요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
회수할 주소는 전남 경주시 건천읍 모량서당길 맞습니까?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
반품 처리되었습니다.	O O
배미주였습니다.	SS_NAME-B
감사합니다.	O
안녕하십니까?	O
엔에스홈쇼핑 김성도입니다.	SS_BRAND-B SS_NAME-B
무엇을 도와드릴까요?	O O
박상재, 010 2176 0368요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
고객님 이태원고객님 아니십니까?	O SS_NAME-B O
네, 잘못 표기되어 있더라고요.	O O O O
김주하에요.	SS_NAME-B
아, 그러십니까?	O O
이호주로 잘못 등록이 되어있는데 바로 변경하겠습니다.	SS_NAME-B O O O O O
회수지 주소 확인하겠습니다.	O O O
대구 중구 계백로 1630번길로 해드리면 되겠습니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O
백마마을6단지아파트 77동 2188호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
네, 감사합니다.	O O
CJ오쇼핑 길다미였습니다.	SS_BRAND-B SS_NAME-B
네 홈앤쇼핑입니다.	O SS_BRAND-B
남서전이고요.	SS_NAME-B
010 2911 7191.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 이시영 고객님 맞습니까?	O SS_NAME-B O O
충남 아산시 부여군 203 다시 17 주공 아파트 몇 동 몇 호입니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O O O O
474동 2800호요.	AD_DETAIL-B AD_DETAIL-I
신한 은행이요.	SS_BRAND-B SS_BRAND-I
네 고객님 신한 은행이 맞습니까?	O O SS_BRAND-B SS_BRAND-I O
네 맞아요.	O O
계좌 번호는 239 341 643387.	O O ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
네 저는 안다연이었습니다.	O O SS_NAME-B
홈앤쇼핑 최지은입니다.	SS_BRAND-B SS_NAME-B
이재송 010 0981 8415이요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
확인해 주셔서 감사합니다.	O O O
배송 받으셨던 주소가 대전 서구 소펄길로 되어 있습니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
나머지 이하 주소 확인 부탁 드립니다.	O O O O O O
우성아파트 108동 764호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
예 감사합니다.	O O
강남연이었습니다.	SS_NAME-B
GS홈쇼핑입니다.	SS_BRAND-B
고객님 무엇을 도와드릴까요?	O O O
010 4498 7465이요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
강은선이요.	SS_NAME-B
서울시 중량구 창2동 674 방축현대아파트 405동 3097호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
기다려주셔서 감사합니다.	O O
회수는 서울시 중량구 삼양로 59길 이하 주소 확인 부탁드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
대원칸타빌아파트 690동 1605호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
엔에스홈쇼핑 윤승운이었습니다.	SS_BRAND-B SS_NAME-B
감사합니다.	O
정나린이고 010 2648 0667입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 알겠습니다.	O O
고객님 주소 확인하겠습니다.	O O O
주소가 서울 동대문구 용산동 2가 이하 주소 말씀 부탁드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
선경아파트 511동 4412호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
장용주였습니다.	SS_NAME-B
감사합니다.	O
GS홈쇼핑입니다.	SS_BRAND-B
이수지구요.	SS_NAME-B
010 0619 3396요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
유동미고객님 맞습니까?	SS_NAME-B O
배송 받으셨던 주소지 먼저 확인하겠습니다.	O O O O O
경기 안양시 만안구 태평2동 346 이하 주소 확인 부탁드립니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
안산천동로4길 백조 아파트 31동 2602호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I
우리은행이구요.	SS_BRAND-B
068 099017 10 580요.	ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I ID_ACCOUNT-I
고객님 다시 한 번 확인하겠습니다.	O O O O O
우리은행, 671 024221 64 633.	SS_BRAND-B ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I ID_ACCOUNT-I
네, 예금주는 문하리고객님 맞습니까?	O O SS_NAME-B O
감사합니다.	O
백지은이었습니다.	SS_NAME-B
지에스홈쇼핑입니다.	SS_BRAND-B
무엇을 도와드릴까요?	O O
이름은 박영하구요.	O SS_NAME-B
